CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41511300,BABYLON,Manhattan,208,EAST   34 STREET,10016,Turkish,3/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,Z,3/12/24,3/16/24,Cycle Inspection / Re-inspection,40.74555045,-73.97774731,106,2,7000,1020135,1009140057,MN20
50086981,HOT PEPPERS,Queens,7833,SPRINGFIELD BLVD,11364,Mexican,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,48,,,3/16/24,Cycle Inspection / Initial Inspection,40.73685078,-73.74737849,411,23,129104,4165627,4078420012,QN42
50108367,Burger Spot,Queens,6429,108TH ST,11375,American,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21,Z,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.73216059,-73.84919494,406,29,74300,4051678,4021710001,QN17
50099783,BIEN CUIT,Brooklyn,721,FRANKLIN AVENUE,11238,Bakery Products/Desserts,1/31/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,11,A,1/31/24,3/16/24,Cycle Inspection / Re-inspection,40.67386756,-73.9568008,308,35,21900,3031399,3012380010,BK61
41699662,5 STAR VILLAGE CAFE,Brooklyn,1968,CONEY ISLAND AVENUE,11223,Russian,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,Z,1/30/24,3/16/24,Cycle Inspection / Re-inspection,40.60906243,-73.96221277,315,44,42000,3176303,3066420018,BK25
50113409,LA CHACRA,Brooklyn,613,GRAND STREET,11211,Peruvian,3/7/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,17,Z,3/7/24,3/16/24,Cycle Inspection / Re-inspection,40.71128325,-73.94768663,301,34,50300,3069361,3027800028,BK90
50002562,EXQUISITO RESTAURANT,Queens,2112,36TH AVENUE,11106,Spanish,1/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,41,Z,1/22/24,3/16/24,Cycle Inspection / Re-inspection,40.75976941,-73.93658104,401,26,3300,4004269,4003480019,QN68
50001843,Keg and Lantern Brewing,Brooklyn,104,SOUTH    4 STREET,11249,American,2/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,2/9/24,3/16/24,Cycle Inspection / Re-inspection,40.71221172,-73.96382417,301,34,54900,3404065,3024430013,BK73
50087281,OZEN SUSHI ASIAN FUSION,Manhattan,760,AMSTERDAM AVENUE,10025,Asian/Asian Fusion,2/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,3/16/24,Cycle Inspection / Initial Inspection,40.79499538,-73.96969124,107,7,18300,1056377,1018690029,MN12
50085087,BB PIZZA & DINE,Bronx,605,SOUTHERN BOULEVARD,10455,Pizza,1/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/11/24,3/16/24,Cycle Inspection / Initial Inspection,40.81264502,-73.90234454,202,17,8300,2005082,2026830035,BX33
50144943,IHOP#3790,Queens,3756,JUNCTION BLVD,11368,American,3/1/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.75047193,-73.87021305,403,21,27300,4036661,4014840030,QN28
50134520,LOMA RESTAURANT & COFFEE SHOP,Brooklyn,454,ROCKAWAY AVENUE,11212,Spanish,2/21/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,3/16/24,Cycle Inspection / Initial Inspection,40.66895235,-73.91056555,316,41,92400,3326597,3035210052,BK81
50043757,LIN'S ASIAN CUISINE,Bronx,1506,BRONXDALE AVENUE,10462,Asian/Asian Fusion,1/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,,,3/16/24,Cycle Inspection / Initial Inspection,40.84258815,-73.85388068,211,13,25600,2043917,2040630020,BX37
50134081,UNREGULAR BAKERY,Manhattan,124,4 AVENUE,10003,Bakery Products/Desserts,2/26/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.7329839,-73.98999432,102,2,6100,1009212,1005640054,MN23
50080589,BLUESTONE LANE,Manhattan,11,TIMES SQ,10036,Coffee/Tea,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,Z,2/28/24,3/16/24,Cycle Inspection / Re-inspection,40.75689078,-73.9900232,105,3,11300,1087978,1010137501,MN17
41649416,ADAYA AFRICAN AMERICAN RESTAURANT,Bronx,1715,WEBSTER AVENUE,10457,African,3/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,39,Z,3/4/24,3/16/24,Cycle Inspection / Re-inspection,40.84356257,-73.90327122,204,15,16500,2094552,2028890088,BX01
50118521,HOME THE BRONX STEAKHOUSE,Bronx,224,WEST  238 STREET,10463,American,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,2/29/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.88485964,-73.89989816,208,11,28300,2016179,2032700052,BX29
50047278,ISLAND EXPRESS,Brooklyn,998,FLATBUSH AVENUE,11226,Caribbean,1/18/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,18,,,3/16/24,Cycle Inspection / Initial Inspection,40.64700215,-73.95813357,314,40,51001,3117636,3051250017,BK42
41502643,888 KITCHEN,Queens,6092,FLUSHING AVENUE,11378,Chinese,1/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,3/16/24,Cycle Inspection / Initial Inspection,40.72081813,-73.90441328,405,30,52500,4061127,4027380021,QN30
50146620,STAND UP TEA,Brooklyn,7215,18 AVENUE,11204,Chinese,2/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,,,3/16/24,Pre-permit (Non-operational) / Initial Inspection,40.61497805,-73.99435951,311,43,26600,3158517,3061940003,BK28
50139043,EMPANADA RD,Bronx,250,EAST  204 STREET,10458,Spanish,2/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.87414607,-73.88430432,207,11,41300,2017282,2033090054,BX05
50072519,MIKE'S DINER,Brooklyn,1454,86 STREET,11228,Greek,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,Z,2/15/24,3/16/24,Cycle Inspection / Re-inspection,40.61194747,-74.01043768,311,43,17000,3166048,3063580036,BK27
50018892,NEW HO WAH CHINESE,Queens,4201,BROADWAY,11103,Chinese,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,Z,2/29/24,3/16/24,Cycle Inspection / Re-inspection,40.7581679,-73.91727831,401,26,15500,4436925,4006920008,QN70
50034105,ALFIE'S PIZZA AND PASTA,Queens,8608,117TH ST,11418,Pizza,2/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,,,3/16/24,Cycle Inspection / Initial Inspection,40.69997989,-73.83265304,409,29,13200,4193387,4092540012,QN54
50052602,MAMAN,Brooklyn,80,KENT STREET,11222,French,1/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,,,3/16/24,Cycle Inspection / Initial Inspection,40.73053659,-73.95809171,301,33,56500,3337033,3025570024,BK76
41719692,GOOD FELLAS PIZZA,Queens,25-19,40 AVENUE,11101,Pizza,2/1/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,2/1/24,3/16/24,Cycle Inspection / Initial Inspection,40.75342145,-73.93781068,401,26,3300,4004794,4003960037,QN68
50127782,CRAZY WILLY'S,Queens,11710,JAMAICA AVE,11418,Latin American,1/31/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,27,N,,3/16/24,Cycle Inspection / Initial Inspection,40.69957048,-73.83235834,409,29,12200,4195868,4093270005,QN54
50113209,SA'TACOS,Manhattan,231A,DYCKMAN STREET,10034,Mexican,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,3/7/24,3/16/24,Cycle Inspection / Re-inspection,40.86591443,-73.92770824,112,10,29500,1064935,1022370008,MN01
50039977,KINGS WOK,Queens,4912,30TH AVE,11377,Chinese,2/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,,,3/16/24,Cycle Inspection / Initial Inspection,40.76029025,-73.90734889,401,22,16300,4013772,4007400049,QN70
41437528,BENNY'S BRICK OVEN,Brooklyn,1802,AVENUE M,11230,Jewish/Kosher,1/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,3/16/24,Cycle Inspection / Initial Inspection,40.61832153,-73.95707822,314,44,53800,3181077,3067470001,BK43
50086686,GERTIE,Brooklyn,58,MARCY AVENUE,11211,American,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,Z,2/28/24,3/16/24,Cycle Inspection / Re-inspection,40.71235973,-73.95541947,301,34,51900,3256351,3023840125,BK73
50070083,WEEKENDS,Brooklyn,155,SOUTH    4 STREET,11211,American,3/14/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,61,Z,3/14/24,3/16/24,Cycle Inspection / Re-inspection,40.71156337,-73.96199934,301,34,55100,3063280,3024310031,BK73
50147434,EVA'S CINCO DE MAYO,Manhattan,113,EAST   31 STREET,10016,Mexican,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,N,,3/16/24,Pre-permit (Non-operational) / Initial Inspection,40.74488422,-73.98201325,105,2,7200,1018460,1008870010,MN20
50084799,HAANDI,Manhattan,113,LEXINGTON AVENUE,10016,Indian,2/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,38,,,3/16/24,Cycle Inspection / Initial Inspection,40.74248813,-73.98255522,106,2,6800,1018194,1008830067,MN21
50144649,TAAM WEST INDIAN HALAL,Queens,12816,LIBERTY AVE,11419,Caribbean,2/1/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.6890453,-73.81689048,410,28,15802,4204761,4095820006,QN55
50114214,MOCHA CAFE,Bronx,145,WEST KINGSBRIDGE ROAD,10468,American,2/26/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,65,,,3/16/24,Pre-permit (Operational) / Compliance Inspection,40.86944839,-73.90355883,208,14,26701,2015290,2032480143,BX28
50142199,SUBWAY,Manhattan,20,BROAD STREET,10005,Soups/Salads/Sandwiches,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.7065462,-74.01103325,101,1,700,1000816,1000230050,MN25
41191695,B CUP CAFE,Manhattan,212,AVENUE B,10009,American,2/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,A,2/5/24,3/16/24,Cycle Inspection / Re-inspection,40.72859622,-73.97865139,103,2,3400,1005216,1004067501,MN22
50123392,JANIE'S LIFE - CHANGING BAKED GOODS,Manhattan,212,WEST   80 STREET,10024,Bakery Products/Desserts,1/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,1/11/24,3/16/24,Pre-permit (Operational) / Initial Inspection,40.78406501,-73.97842049,107,6,16700,1032642,1012270042,MN12
50108380,REN'S GREAT WALL RESTAURANT,Queens,25903,HILLSIDE AVE,11004,Chinese,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,,,3/16/24,Cycle Inspection / Initial Inspection,40.73717175,-73.70907308,413,23,157902,4179375,4087710008,QN44
50119784,OLIVE DELI & CAFE,Queens,8239,164TH ST,11432,American,3/8/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,27,Z,3/8/24,3/16/24,Cycle Inspection / Re-inspection,40.71823336,-73.80367883,408,24,126700,4152343,4070380008,QN38
50001948,BLOOM'S TAVERN,Manhattan,208,EAST   58 STREET,10022,American,3/14/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/14/24,3/16/24,Cycle Inspection / Re-inspection,40.76071254,-73.96657724,106,4,10800,1038614,1013310043,MN19
50144369,STACKED SANDWICH SHOP,Queens,6860,AUSTIN ST,11375,Sandwiches/Salads/Mixed Buffet,1/25/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,A,1/25/24,3/16/24,Pre-permit (Operational) / Initial Inspection,40.72221791,-73.85043331,406,29,71100,4077447,4032340029,QN17
40554349,LA FAMILIA RESTAURANT,Brooklyn,938,4 AVENUE,11232,Latin American,1/26/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,,,3/16/24,Cycle Inspection / Initial Inspection,40.65471982,-74.00399684,307,38,8400,3010261,3006920038,BK32
50106406,HIBISCUS RESTAURANT EXPRESS,Queens,12402,ROCKAWAY BLVD,11420,Chinese,1/31/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,38,,,3/16/24,Cycle Inspection / Initial Inspection,40.67542005,-73.81339139,410,28,84000,4254662,4117460039,QN55
50106749,POMODORO,Manhattan,518,9 AVENUE,10018,Italian,3/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,3/4/24,3/16/24,Cycle Inspection / Re-inspection,40.75633662,-73.99413814,104,3,11500,1013657,1007620072,MN15
50062669,AMELIE WINE BAR,Manhattan,566,AMSTERDAM AVENUE,10024,French,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,Z,2/29/24,3/16/24,Cycle Inspection / Re-inspection,40.78861497,-73.97434187,107,6,17500,1033211,1012350032,MN12
41291373,MATHILDE,Brooklyn,676,5 AVENUE,11215,American,3/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/6/24,3/16/24,Cycle Inspection / Re-inspection,40.6617765,-73.99298587,307,38,14500,3009265,3006400036,BK32
50003474,TOTTO RAMEN,Manhattan,464,WEST   51 STREET,10019,Japanese,1/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,43,Z,1/4/24,3/16/24,Cycle Inspection / Re-inspection,40.76482589,-73.99022417,104,3,13300,1026709,1010600160,MN15
40394761,E & L BAKERY & COFFEE SHOP,Bronx,4202,WHITE PLAINS ROAD,10466,Bakery Products/Desserts,2/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,2/22/24,3/16/24,Cycle Inspection / Re-inspection,40.8935648,-73.85726222,212,11,43400,2068166,2049970058,BX62
50008709,STATUE OF LIBERTY DELI,Staten Island,5,FERRY TERMINAL DR,10301,American,3/1/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,3/1/24,3/16/24,Cycle Inspection / Re-inspection,40.64372588,-74.0727888,501,49,300,5141706,5000020001,SI22
50005165,SIMON'S BBQ II,Brooklyn,5224,8 AVENUE,11220,Barbecue,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,Z,2/15/24,3/16/24,Cycle Inspection / Re-inspection,40.63981288,-74.00506969,307,43,10600,3014108,3008100049,BK34
50127720,MASALAWALA PS RESTAURANT,Brooklyn,365,5 AVENUE,11215,Indian,2/1/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,39,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.67136317,-73.98445926,306,39,13700,3021387,3009880006,BK37
50089158,POSH POP BAKESHOP,Manhattan,192,BLEECKER STREET,10012,Bakery Products/Desserts,1/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,,,3/16/24,Cycle Inspection / Initial Inspection,40.72927889,-74.00145765,102,3,6500,1008301,1005260023,MN23
41489414,OLEA,Brooklyn,171,LAFAYETTE AVENUE,11238,Mediterranean,2/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,,,3/16/24,Cycle Inspection / Initial Inspection,40.68766441,-73.97055152,302,35,18100,3335279,3021040065,BK68
50093120,MELONPANNA TEA & SHOT,Brooklyn,5105,7 AVENUE,11220,Bakery Products/Desserts,2/7/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,49,,,3/16/24,Cycle Inspection / Re-inspection,40.64177257,-74.00659404,307,43,10800,3013732,3008020007,BK34
50100514,TLAXCALITA LA BELLA,Queens,10422,JAMAICA AVE,11418,Mexican,1/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,,,3/16/24,Cycle Inspection / Initial Inspection,40.69518255,-73.84272283,409,32,12602,4194335,4092890110,QN54
41652878,BROOKLYN KOLACHE CO,Brooklyn,520,DEKALB AVENUE,11205,Coffee/Tea,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,,,3/16/24,Cycle Inspection / Initial Inspection,40.69085457,-73.95575123,303,36,23300,3055432,3019420024,BK75
50066469,DARBAR'S CHICKEN & RIBS,Queens,12609,LIBERTY AVE,11419,Chicken,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,Z,1/16/24,3/16/24,Cycle Inspection / Re-inspection,40.68858339,-73.81812134,410,28,15802,4203952,4095630025,QN55
50111354,MR. POLLO #1,Queens,4220,BELL BLVD,11361,Latin American,3/13/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,3/13/24,3/16/24,Cycle Inspection / Re-inspection,40.76230743,-73.7703594,411,19,146700,4138220,4062840034,QN46
50105893,BUFFALO WILD WINGS,Bronx,193,WEST  237 STREET,10463,Chicken,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,3/16/24,Cycle Inspection / Initial Inspection,40.8842482,-73.90062962,208,11,28300,2097299,2032700030,BX29
50086161,ROSALIA'S CAFE,Brooklyn,615,NOSTRAND AVENUE,11216,Coffee/Tea,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,,,3/16/24,Cycle Inspection / Initial Inspection,40.67595353,-73.9499172,308,36,31500,3030710,3012200011,BK61
50079981,THE COPPER STILL,Manhattan,206,7 AVENUE,10011,American,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/16/24,3/16/24,Cycle Inspection / Initial Inspection,40.74329635,-73.9962324,104,3,8700,1014076,1007710046,MN13
40741728,WALLSE RESTAURANT,Manhattan,342344,WEST 11 STREET,,German,3/13/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,39,Z,3/13/24,3/16/24,Cycle Inspection / Re-inspection,0,0,,,,,1,
50144023,YUMMY MANDARIN RESTAURANT,Queens,1835,COLLEGE POINT BLVD,11356,Chinese,2/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,N,,3/16/24,Pre-permit (Non-operational) / Compliance Inspection,40.78295075,-73.84585848,407,19,92500,4000000,4041280006,QN23
50113419,BACK HOME BAKERY,Brooklyn,3524,CHURCH AVENUE,11203,Bakery Products/Desserts,2/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,,,3/16/24,Cycle Inspection / Initial Inspection,40.65106411,-73.94445818,317,45,85600,3109473,3048890010,BK91
41703549,POPEYES,Queens,89-30,QUEENS BOULEVARD,11373,Chicken,1/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,,,3/16/24,Cycle Inspection / Initial Inspection,40.73433344,-73.87332612,404,30,47500,4064868,4028570022,QN29
50074557,FISH VILLAGE,Queens,2007,127TH ST,11356,Chinese,3/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45,Z,3/4/24,3/16/24,Cycle Inspection / Re-inspection,40.7814488,-73.84141335,407,19,91900,4099328,4041720007,QN23
50076870,WESTSIDE WOK / KONATA SUSHI BAR,Manhattan,691,AMSTERDAM AVENUE,10025,Jewish/Kosher,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,,,3/16/24,Cycle Inspection / Initial Inspection,40.79244872,-73.97151982,107,7,17700,1032534,1012240001,MN12
50103013,LUCKY EIGHT/HONG KONG CHINESE CUISINE,Brooklyn,5204,8 AVENUE,11220,Chinese,1/25/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,40,C,1/25/24,3/16/24,Cycle Inspection / Re-inspection,40.63989522,-74.00498683,307,43,10600,3014100,3008100041,BK34
40594203,LA GOURMET,Manhattan,111,EAST   58 STREET,10022,American,3/14/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,Z,3/14/24,3/16/24,Cycle Inspection / Re-inspection,40.76200616,-73.96958358,105,4,11203,1037165,1013130005,MN19
50072745,DEJA VU,Staten Island,297,PORT RICHMOND AVENUE,10302,Mexican,3/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,Z,3/12/24,3/16/24,Cycle Inspection / Re-inspection,40.63431147,-74.13586163,501,49,21300,5024271,5010370003,SI28
50120088,LISETTE RESTAURANT,Manhattan,501,WEST  145 STREET,10031,Tex-Mex,1/18/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,7,A,1/18/24,3/16/24,Cycle Inspection / Initial Inspection,40.82540763,-73.94800848,109,7,22900,1061939,1020770029,MN04
40365525,DONUT PUB,Manhattan,203,WEST   14 STREET,10011,Donuts,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,3/16/24,Cycle Inspection / Initial Inspection,40.73874834,-74.00014434,104,3,8100,1013731,1007640036,MN13
50145203,CHANG PAI,Queens,7701,101ST AVE,11416,Chinese/Japanese,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,17,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.68016957,-73.86042117,409,32,4200,4188025,4090490039,QN53
50013897,THE BREW INN,Brooklyn,924,MANHATTAN AVE,11222,Polish,3/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,N,,3/16/24,Cycle Inspection / Initial Inspection,40.73102362,-73.95408997,301,33,57500,3064606,3025510001,BK76
50086826,SAL'S PIZZERIA,Brooklyn,544,LORIMER STREET,11211,Pizza,1/2/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,,,3/16/24,Cycle Inspection / Initial Inspection,40.71316136,-73.94920738,301,34,50300,3068973,3027680005,BK90
50098630,JUICE HEALTHY FOOD AND DRINKS,Manhattan,156,EAST   33 STREET,10016,"Juice, Smoothies, Fruit Salads",1/25/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,47,,,3/16/24,Cycle Inspection / Initial Inspection,40.74548768,-73.97966367,106,4,7200,1018486,1008880047,MN20
50093071,SAVORY THAI,Brooklyn,378,METROPOLITAN AVENUE,11211,Thai,1/3/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,66,,,3/16/24,Cycle Inspection / Initial Inspection,40.71406427,-73.95552655,301,34,51900,3062504,3023690013,BK73
50071988,HALSEY BAR & GRILL,Brooklyn,4404,AVENUE H,11234,Caribbean,1/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,,,3/16/24,Cycle Inspection / Initial Inspection,40.63248735,-73.93397154,318,45,72600,3214218,3077480041,BK58
50121766,CROSSBAR / SOCCER POST UPPER WESTSIDE,Manhattan,250,WEST   86 STREET,10024,American,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,62,N,,3/16/24,Cycle Inspection / Initial Inspection,40.78848378,-73.97694204,107,6,17100,1081052,1012330011,MN12
50109552,BLUESTONE LANE,Manhattan,2,RIVER TERRACE,10282,Australian,1/17/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,62,N,,3/16/24,Cycle Inspection / Initial Inspection,40.7155072,-74.01666212,101,1,31703,1087518,1000167516,MN25
50071292,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Queens,23004,MERRICK BLVD,11413,Caribbean,1/26/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,18,,,3/16/24,Cycle Inspection / Initial Inspection,40.67604902,-73.7402984,413,31,63200,4282608,4131570030,QN66
50001107,CHINESE MUSICIAN RESTAURANT,Brooklyn,151,GREENPOINT AVENUE,11222,Chinese,1/4/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,13,A,1/4/24,3/16/24,Cycle Inspection / Initial Inspection,40.73024671,-73.95374052,301,33,57500,3064781,3025590058,BK76
40716092,TRIBECA PARK CAFE,Manhattan,1,WALKER STREET,10013,Sandwiches,3/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,Z,3/6/24,3/16/24,Cycle Inspection / Re-inspection,40.72000969,-74.0055917,101,1,3300,1002183,1001910018,MN24
